author,title,isbn,dept_course
EARLEY,CRAZY,9780425213896,['SOCW 645']
EASTERLY,ELUSIVE QUEST FOR GROWTH,9780262550420,"['ECON 360', 'ECON 385']"
EASTERLY,WHITE MAN'S BURDEN,9780143038825,"['ECON 360', 'GOVT 467']"
EC-COUNCIL PR,"COMPUTER FORENSICS:...,VOL.1-W/ACCESS",9781435483491,['IT 357']
EC-COUNCIL PR,"COMPUTER FORENSICS:...,VOL.2-W/ACCESS",9781435483507,['IT 357']
ECHEVARRIA,MAKING CONTENT COMP.FOR ENG.LEARNERS,9780132689724,['EDCI 519']
ECHEVARRIA,SHELTERED CONTENT INSTRUCTION-ACCESS,9780133591576,['EDPD 501']
ECK,DARSAN:SEEING DIVINE IMAGE IN INDIA,9780231112659,['RELI 313']
EDBERG,ESSENTIALS OF HEALTH BEHAVIOR-TEXT,9781449698508,['GCH 310']
EDBERG,ESSENTIALS OF HEALTH BEHAVIOR-W/ACCESS,9781284107661,"['GCH 300', 'GCH 310']"
EDIN,$2.00 A DAY:LIVING ON ALMOST NOTHING...,9780544303188,['GOVT 467']
EDLES,SOCIOLOGICAL THEORY IN CLASSICAL ERA,9781412975643,['SOCI 311']
EDMONDS,SURVEY OF ACCOUNTING,9780077862374,['MBUS 300']
EDMONDS,SURVEY OF ACCOUNTING (LOOSELEAF),9780077631598,['MBUS 300']
EDMONDS,SURVEY OF ACCOUNTING-ACCESS,9780077631536,['MBUS 300']
EDMONDS,SURVEY OF ACCOUNTING-W/ACCESS,9781259683787,['MBUS 300']
EDWARDS,OXF. HANDBOOK OF CIVIL SOCIETY CHAP.23,9781506642468,['GOVT 490']
EDWARDS,"REGULATION,CONSTITUTION,+ECONOMY",9780761812623,['ECON 309']
EDWARDS,WHO IS BARACK OBAMA?,9780448453309,['AE 030']
EGAN,AXIOMATIC : SHORT STORIES OF SCIENCE FIC,9781597805407,['ENGH 202']
EHRENREICH,NICKEL+DIMED-10TH ANNIVERSARY EDITION,9780312626686,['CULT 860']
EHRLICH,MED.TERM.F/HEALTH PROF.-W/CD+FLASHCARDS,9781111543273,['HAP 202']
EHRLICH,RENEAWABLE ENERGY,9781439861158,['HNRT 228']
EICHENGREEN,GOLDEN FETTERS,9780195101133,['ECON 871']
EILAM,REVERSING:SECRETS OF REVERSE ENGINEER.,9780764574818,['CFRS 761']
EINHORN,BIOL 453: IMMUNOLOGY,9781506637792,['BIOL 453']
EISENMAN,NINETEENTH CENTURY ART:CRIT.HISTORY,9780500288887,['ARTH 360']
EITZEN,GLOBALIZATION,9781111301583,['SOCI 120']
EKBLADH,GREAT AMERICAN MISSION,9780691152455,['HIST 615']
ELBAUM,GRAMMAR IN CONTXT BASIC W/WKBK ACC>IB<,9781305386921,['AE 020']
ELIOT,WASTE LAND,9780393974997,"['ENGH 432', 'ENGH 645']"
ELIOT,WASTE LAND:FACSIMILE+TRANSCRIPT...,9780156948708,"['ENGH 432', 'ENGH 645']"
ELLIOTT,FAKING NATURE,9780415111409,['PHIL 343']
ELLIS,"ALIENS,GHOSTS,+CULTS:LEGENDS WE LIVE",9781578066483,['ENGH 412']
ELLIS,FOUNDING BROTHERS,9780375705243,['HIST 300']
ELLISON,INVISIBLE MAN,9780679732761,"['ENGH 204', 'ENGH 351']"
ELY,ISRAEL ON THE APPOMATTOX,9780679768722,['HIST 615']
ELZEY,DC SPORTS,9781557286772,['SRST 200']
EMANUEL,ATMOSPHERIC CONVECTION,9780195066302,['CLIM 754']
EMANUEL,OXFORD TEXTBOOK OF CLINICAL RESEARCH...,9780199768639,['HHS 818']
EMANUEL,REINVENTING AMERICAN HEALTH CARE,9781610393454,['GOVT 467']
EMERSON,WRITING ETHNOGRAPHIC FIELDNOTES,9780226206837,['EDRS 812']
EMERY,BLACK DANCE:FROM 1619 TO TODAY,9780916622633,['DANC 391']
ENCHI,MASKS,9780394722184,['JAPA 340']
ENDERS,APPLIED ECONOMETRIC TIME SERIES,9781118808566,['ECON 871']
ENGEL,EPIDEMIC:GLOBAL HISTORY OF AIDS,9780061145834,['COMM 634']
ENGEL,EPIDEMIC:GLOBAL HISTORY OF AIDS,9780061144882,"['COMM 690', 'COMM 890']"
ENGLAND,MANAGING URBAN AMERICA,9781608716722,['GOVT 304']
ENGLANDER,ARCHITECT.OF COMP.HARDWARE+SYST.SOFTWR.,9781118322635,['INFS 515']
ENGLER,MAKING PUPPETS COME ALIVE,9780486293783,['THR 345']
ENGLISH,HAVANA NOCTURNE,9780061712746,['HIST 387']
ENLOE,"BANANAS,BEACHES+BASES,REV+UPD",9780520279995,"['CONF 399', 'WMST 300']"
ENO,MIDDLETOWN,9781559363808,"['THR 381', 'THR 480']"
EPHIRIM-DONKOR,AFRICAN RELIGION DEFINED,9780761860570,['RELI 341']
EPHIRIM-DONKOR,AFRICAN SPIRITUALITY,9780761854678,['RELI 100']
EPP,DISCRETE MATHEMATICS W/APPL.,9780495391326,['INFS 501']
EPSTEIN,CONSTITUT.LAW...:INST.POWER...-TEXT,9781604265163,['GOVT 422']
EPSTEIN,"CONSTITUT.LAW...:RIGHTS,LIB...-TEXT",9781452226743,['GOVT 423']
EPSTEIN,GROWING ARTIFICIAL SOCIETIES,9780262550253,"['CSS 610', 'ECON 895', 'OR 649']"
ERBER,INTIMATE RELATIONSHIPS,9780205454464,['PSYC 466']
ERICH,SKILLS FOR GROUP PRACTICE,9780205610051,['SOCW 658']
ERICKSON,READINGS FOR A HIST.OF ANTHRO.THEORY,9781442606562,"['ANTH 490', 'ANTH 536']"
ERIKSON,AMERICAN PUBLIC OPINION,9780133862676,['GOVT 311']
ERIKSON,EVERYTHING IN ITS PATH,9780671240677,['SOCW 645']
ERIN,WHEN YOU HAVE VISUAL IMPAIRED STUD....,9780891288732,"['EDSE 411', 'EDSE 511']"
ERRINGTON,NOODLE NARRATIVES,9780520276345,"['ANTH 376', 'ANTH 699']"
ESKILSON,GRAPHIC DESIGN,9780300172607,['AVT 613']
ESPOSITO,WORLD RELIGIONS TODAY,9780199999590,['RELI 100']
EUBANKS,PREPARING F/YOUR ACS EXAM.IN GEN.CHEM..,9780970804204,"['CHEM 211', 'CHEM 212']"
EUBANKS,PREPARING F/YOUR ACS EXAM.IN ORGANIC...,9780970804211,"['CHEM 313', 'CHEM 314']"
EUBEN,PRINCETON READINGS IN ISLAMIST THOUGHT,9780691135885,['GOVT 345']
EUGENIDES,VIRGIN SUICIDES,9780312428815,['ENGH 201']
EURIPIDES,"MEDEA,HIPPOLYTUS,HERACLES,BACCHAE",9781585100484,['CLAS 350']
EVANS,EXCHANGE-RATE DYNAMICS,9780691150895,['ECON 871']
EVANS,INTRO.TO ECONOMIC GEOLOGY+ITS ENVIR...,9780865428768,['GEOL 320']
EVANS,PARTIAL DIFFERENTIAL EQUATIONS,9780821849743,['MATH 689']
EWICK,COMMON PLACE OF LAW,9780226227443,['CRIM 220']
FADIMAN,SPIRIT CATCHES YOU+YOU FALL DOWN,9780374533403,['GCH 320']
FAGIN,CJ2015  -MYCJLAB+ETEXT ACCESS CARD,9780134073583,['CRIM 100']
FAGIN,CJ2015  -W/MYCJLAB+ETEXT ACCESS,9780134073613,['CRIM 100']
FAIRBURN,EATING DISORDERS+OBESITY,9781593852368,"['NUTR 466', 'NUTR 566']"
FAIRCHILD,ISLAMIC ART+VISUAL CULTURE,9781405154024,['ARTH 320']
FAIRLEY,MANAGING+LEADING SOFTWARE PROJECTS,9780470294550,['SWE 625']
FALK,MUSEUM EXPERIENCE REVISITED,9781611320459,['HIST 691']
FALK,POWER OF QUESTIONS,9780325006987,"['EDUC 606', 'EDUC 675']"
FANON,"BLACK SKIN,WHITE MASKS,REVISED",9780802143006,['PHIL 336']
FARAH,NEUROETHICS,9780262514606,"['NEUR 461', 'NEUR 612', 'PHIL 694']"
FARLEY,PRESCRIPTION FOR HEALTHY NATION,9780807021170,['GCH 645']
FARMER,AIDS+ACCUSATION-UPDATED,9780520248397,['HNRS 131']
FARMER,INFECTIONS+INEQUALITIES,9780520229136,['GCH 320']
FARMER,REIMAGING GLOBAL HEALTH,9780520271999,['GCH 405']
FARRAR,STRUCTURAL HEALTH MONITORING,9781119994336,['CEIE 620']
FAUGHNAN,ACCT 303:INTRO/ MANGL ACCT W/CNTPLS >IC<,9781259902260,['ACCT 303']
FAULKNER,"ABSALOM,ABSALOM!",9780679732181,['ENGH 204']
FAULKNER,ADOBE PHOTOSHOP CC CLASS..2015-W/ACCESS,9780134308135,['HIST 697']
FAULKNER,AS I LAY DYING,9780679732259,['ENGH 442']
FAULKNER,LIGHT IN AUGUST,9780679732266,['ENGH 204']
FAUST,THIS REPUBLIC OF SUFFERING,9780375703836,['HIST 373']
FAVA-VERDAC,TRANSFERABLE ACADEMIC SKILLS KIT,9781859645369,['AE 042']
FAWCETT,INTERNATIONAL RELATIONS OF MIDDLE EAST,9780199608270,"['GLOA 450', 'GOVT 444']"
FEDERICI,CALIBAN+THE WITCH,9781570270598,['SOCI 712']
FEENEY,PROFESSIONALISM IN EARLY CHILDHOOD ED.,9780137064700,['ECED 601']
FEENSTRA,INTERNATIONAL MACROECONOMICS,9781429278430,['ECON 871']
FEINBERG,REASON+RESPONSIBILITY,9781305502444,['PHIL 100']
FELDKAMP,THEORY&POLITICS OF TERRORISM (LSLF) >C<,9781626615694,['CRIM 475']
FELDMAN,DEVELOPMENT ACROSS THE LIFE SPAN,9780205940073,['PSYC 211']
FELDMAN,DEVELOPMENT ACROSS THE LIFE SPAN(LOOSE),9780205935147,['PSYC 211']
FERGUSON,MAPPING THE SOCIAL LANDSCAPE,9780078026799,['SOCI 101']
FERRER,INSURGENT CUBA,9780807847831,['HNRS 230']
FETCHKO,SPORTS MARKETING,9780132135467,['SPMT 412']
FETTER-VORM,BATTLE LINES:GRAPHIC HISTORY OF THE...,9780809094745,['HIST 373']
FIELD,SCREENPLAY:FOUNDATIONS OF SCREENWRITING,9780385339032,['FAVS 280']
FIELDING,ADVENTURES OF DAVID SIMPLE+VOLUME LAST,9780813109459,['ENGH 333']
FIELDING,AMELIA,9781551113456,['ENGH 333']
FIELDS,CONSTRUCTIVE GUIDANCE+DISCIPLINE,9780132853323,['ECED 513']
FIELDS,RACECRAFT,9781844679942,['CULT 804']
FIGES,NATASHA'S DANCE,9780312421953,['RUSS 353']
FILENE,ROMANCING THE FOLK:PUBLIC MEMORY...,9780807848623,['HIST 711']
FINE,GLOBAL GRAPEVINE,9780199997442,['ENGH 412']
FINK,SCRAP OF TIME+OTHER STORIES,9780810112599,['ENGH 202']
FINKELMAN,PROFESSIONAL NURSING CONCEPTS-W/ACCESS,9781284067767,['NURS 436']
FINKELSTEIN,WHY SMART EXECUTIVES FAIL,9781591840459,['GBUS 540']
FINKLER,ACCOUNTING FUNDAMENTALS FOR HEALTH CARE,9781449645281,['HAP 309']
FINKLER,FINANCIAL MGMT.F/NURSE MANAGERS+EXECUT.,9781455700882,['NURS 654']
FISCHBACH,MANUAL OF LABORATORY+DIAGNOSTIC TESTS,9780781771948,['NURS 749']
FISCHER,BROCCOLI+DESIRE,9780804754842,['ANTH 699']
FISH,CRIME SCENE INVESTIGATION,9781455775408,"['FRSC 510', 'FRSC 511']"
FISHER,50 INSTRUCTIONAL ROUTINES TO DEV...LIT.,9780133347968,"['EDRD 300', 'EDRD 419', 'EDRD 501', 'EDRD 619']"
FISHER,GETTING TO YES,9780140157352,['GBUS 540']
FISHER,GETTING TO YES (UPDATED+REVISED),9780143118756,['CONF 310']
FISHER,IMPROVING ADOLESCENT LITERACY,9780133878806,"['EDRD 419', 'EDRD 619']"
FISHWICK,HANDBOOK OF DYNAMIC SYSTEM MODELING,9781584885658,['SYST 611']
FISKE,SOCIAL BEINGS,9781118552544,['PSYC 703']
FITZGERALD,GREAT GATSBY,9780684830421,['ENGH 201']
FLAKE,POLITICS OF AMERICAN RELIGIOUS IDENTITY,9780807855010,"['HIST 389', 'RELI 332']"
FLAMM,"LAW+ORDER:STREET CRIME,CIVIL UNREST...",9780231115131,['HIST 623']
FLANIGAN,POLITICAL BEHAV.OF AMER.ELECTORATE,9781452240442,['GOVT 311']
FLEISCHNER,INCIDENTS IN THE LIFE OF A SLAVE GIRL,9780312442668,"['HIST 125', 'HIST 373']"
FLETCHER,ROUTLEDGE HNDBK OF PHIL OF WELL BEING,9780415714532,['PHIL 721']
FLOOD,BHAGAVAD GITA,9780393345131,['RELI 313']
FOER,HOW SOCCER EXPLAINS THE WORLD,9780061978050,['SPMT 440']
FOGLE,"NEIGHBORHOOD GD/ WASH, DC HIDDEN HISTORY",9781596296527,['GOVT 490']
FOLEY,THIN BLUE LINE,9781844676286,['HNRS 240']
FOLSE,CLEAR GRAMMAR 3,9780472032433,['AE 050']
FOLSE,CLEAR GRAMMAR 4 : KEYS /ADV ESL GRAMMAR,9780472032440,['AE 060']
FOLSE,COLLEGE VOCABULARY 3,9780618230266,['AE 035']
FOLSE,GREAT WRIING 1:GRT SNTNC..W/WKBK ACC>IB<,9781285952932,['AE 020']
FOLSE,GREAT WRITING 3:GREAT PARAGR..-W/ACCESS,9781285952956,['AE 040']
FOLSE,GREAT WRITING 4:GREAT ESSAYS-W/ACCESS,9781285952963,['AE 050']
FOLSE,GREAT WRITING 5 W/ONLINE WKBK >IB<,9781285952970,['AE 060']
FOLSE,GREAT WRITNG 2:GRT PARAGRPH W/EWKBK >IB<,9781285952949,['AE 030']
FORCHE,COUNTRY BETWEEN US,9780060909260,['ENGH 201']
FORD,DESIGN FOR ELECTRICAL+COMPUTER ENGINEER,9780073380353,"['ECE 392', 'ECE 492', 'ECE 493']"
FOREST,TERRORISM LECTURES,9781940503066,['CONF 345']
FOREST,WEAPONS OF MASS DESTRUCTION+TERRORISM,9780078026225,"['BIOD 725', 'GOVT 739', 'PUAD 738']"
FORNEY,"ENJOYMENT OF MUSIC,SHORTER-ACCESS",9780393937893,['MUSI 101']
FORNEY,"ENJOYMENT OF MUSIC,SHORTER-W/ACCESS",9780393936384,['MUSI 101']
FORNI,CHOOSING CIVILITY,9780312302504,['TOUR 110']
FOROUZAN,DATA COMMUNICATIONS+NETWORKING,9780073376226,"['TCOM 500', 'TCOM 514', 'TCOM 530']"
FORRET,RACE RELATIONS AT THE MARGINS,9780807137123,['HIST 615']
FORT,SPORTS ECONOMICS,9780136066026,['SPMT 420']
FORTNER,BLACK SILENT MAJORITY,9780674743991,['HIST 623']
FOSS,RHETORICAL CRITICISM,9781577665861,['COMM 300']
FOSTER,COQUETTE+BOARDING SCHOOL,9781551119984,['ENGH 650']
FOSTER,HOW TO READ LITERATURE LIKE A PROFESSOR,9780062301673,['ENGH 201']
FOUCAULT,BIRTH OF BIOPOLITICS,9780312203412,"['CULT 860', 'GOVT 520']"
FOUCAULT,DISCIPLINE+PUNISH,9780679752554,"['GOVT 520', 'HNRS 130']"
FOUCAULT,"HISTORY OF SEXUALITY,V.1",9780679724698,"['CULT 860', 'SOCI 712']"
FOUCAULT,ORDER OF THINGS (LARGE FORMAT),9780679753353,"['PHIL 421', 'PHIL 422', 'PHIL 615']"
FOUCAULT,"SECURITY,TERRITORY,POPULATION",9780312203603,['GOVT 520']
FOUCAULT,SOCIETY MUST BE DEFENDED,9780312422660,['CULT 860']
FOUNTAIN,BETRAYAL : HOW THE 1919 BLACK SOX ...,9780199795130,['HIST 389']
FOUNTAS,GUIDED READING,9780435088637,"['EDCI 555', 'EDCI 556']"
FOUNTAS,GUIDING READERS+WRITERS,9780325003108,['EDCI 555']
FOWLER,UML DISTILLED,9780321193681,['INFS 622']
FOX,CELL STRUCTURE+FUNCTION-LAB MANUAL,9781465283870,"['BIOL 213', 'EVPP 210']"
FOX,PHONICS+WORD STUDY F/TEACHER OF READING,9780132838092,"['EDSE 403', 'EDSE 503']"
FRAMPTON,MASTERING APACHE SPARK,9781783987146,['ECE 611']
FRANCIS,COGLAB 5-ACCESS (1 SEMESTER),9781285461137,['PSYC 317']
FRANK,DIARY OF A YOUNG GIRL-DEFINITIVE ED.,9780553577129,['ENGH 202']
FRANK,MICROECONOMICS+BEHAVIOR,9780078021695,['ECON 306']
FRANKFORTER,"WEST:NARRATIVE HISTORY,COMBINED VOL.",9780205180950,['HIST 100']
FRASER,REDISTRIBUTION OR RECOGNITION?,9781859844922,['SOCI 712']
FRAZIER,EAST IS BLACK,9780822357865,['HIST 615']
FREBERG,DISCOVERING BEHAVIORAL NEUROSCIENCE,9781305088702,['PSYC 372']
FREBERG,DISCVRNG BEHVRL NEUROSCI LL+ MNDTAP >IB<,9781305720589,['PSYC 372']
FREBERG,DISCVRNG BEHVRL NEUROSCII-MNDTAP 6 MNTH,9781305576018,['PSYC 372']
FREDERICK,PRINCIPLES OF ATMOSPHERIC SCIENCE,9780763740894,['GGS 314']
FREDERICKSON,CO-CREATING CHANGE,9780988378841,['EDCD 791']
FREEDMAN,UNIVERSE:STARS+GALAXIES-TEXT,9781464135279,['ASTR 113']
FREEDMAN,UNIVERSE-TEXT,9781464124921,['ASTR 113']
FREEMAN,ARTS OF POWER,9781878379658,"['GOVT 322', 'GOVT 342']"
FREEMAN,ESSENTIAL LINGUISTICS,9780325050935,['EDCI 510']
FREIRE,PEDAGOGY OF THE OPPRESSED,9780826412768,"['EDCD 628', 'RELI 320']"
FRENCH,IN THE WOODS,9780143113492,"['ENGH 497', 'ENGH 513']"
FREY,INVESTIGATING COMMUNICATION,9780205198269,['COMM 400']
FRIEBERT,MODELS OF THE UNIVERSE,9780932440693,['ENGH 619']
FRIED,HUMAN RESOURCES IN HEALTHCARE,9781567932997,['HAP 707']
FRIEDBERG,IN SHADOW OF GARRISON STATE,9780691048901,['GOVT 744']
FRIEDBERG,LINEAR ALGEBRA,9780130084514,['MATH 322']
FRIEDENTHAL,PRACTICAL GUIDE TO SYSML,9780128002025,"['SYST 210', 'SYST 505', 'SYST 618']"
FRIEDLANDER,WHEN MEMORY COMES,9780299190446,['ENGH 309']
FRIEDMAN,"CHINESE VILLAGE,SOCIALIST STATE",9780300054286,['HIST 358']
FRIEDMAN,LAW'S ORDER,9780691090092,"['ECON 415', 'ECON 840']"
FRIEDMAN,MACHINERY OF FREEDOM,9780812690699,['ECON 854']
FRIEND,CO-TEACH!,9780977850310,"['EDSE 662', 'EDUC 592']"
FRIEND,INTERACTIONS,9780132774925,"['EDCI 776', 'EDSE 662']"
FRIEND,INTERACTIONS (LOOSELEAF),9780133007886,['EDSE 662']
FROISSART,CHRONICLES,9780140442007,['HIST 304']
FROMM,MAN FOR HIMSELF,9780805014037,['PHIL 391']
FRUMKIN,ENVIRONMENTAL HEALTH,9780470404874,['GCH 360']
FULCHER,CAPITALISM:VERY SHORT INTRODUCTION,9780192802187,['GOVT 101']
FULLAN,LEADING IN A CULTURE OF CHANGE(07 PRTG),9780787987664,['EDLE 620']
FULLERTON,GAME DESIGN WORKSHOP,9781482217162,['CS 325']
FULTON,MODERN KOREAN FICTION:ANTHOLOGY,9780231135139,['KORE 311']
FUNDER,PERSONALITY PUZZLE (HB),9780393265149,['PSYC 324']
G & R PUB.,IT'S A TREASURE HUNT,9781563832680,['PRLS 183']
GABEL,BIBLE AS LITERATURE,9780195179071,['RELI 235']
GADDIS,LANDSCAPE OF HISTORY,9780195171570,['HIST 610']
GAIMAN,CORALINE,9780380807345,['WMST 100']
GAIMAN,OCEAN AT THE END OF THE LANE,9780062255662,['ENGH 201']
GAINES,LESSON BEFORE DYING,9780375702709,['NCLC 322']
GAINOR,"NORTON ANTHOLOGY OF DRAMA,VOL.TWO",9780393921526,['THR 151']
GALINSKY,AUGUSTAN CULTURE,9780691058900,['ARTH 420']
GALLAGER,STOCHASTIC PROCESSES,9781107039759,['ECE 728']
GALLAY,FNAN 311:ESS ON IVESTMENT W/CONNECT >IB<,9781308672649,['FNAN 311']
GALLEGOS,DONA BARBARA,9780226279206,['HIST 272']
GALLIAN,CONTEMPORARY ABSTRACT ALGEBRA,9781133599708,['MATH 321']
GALLIAN,CONTEMPORARY ABSTRACT ALGEBRA,9781305657960,['MATH 321']
GALLIAN,CONTEMPORARY ABSTRACT...-STUD.SOLN.MAN.,9781133608530,['MATH 321']
GALLOWAY,PROTOCOL,9780262572330,['CULT 804']
GAMBRILL,CRITICAL THINKING FOR HELPING PROFESS.,9780195330953,"['SOCI 313', 'SOCW 312']"
GAMBRILL,CRITICAL THINKING IN CLINICAL PRACTICE,9780470904381,['SOCW 312']
GANSKE,WORD JOURNEYS,9781462512508,['EDCI 510']
GAPENSKI,CASES IN HEALTHCARE FINANCE,9781567936117,['HAP 702']
GARA,LIBERTY LINE,9780813108643,['HIST 499']
GARCIA,BILINGUAL EDUCATION IN 21ST CENTURY,9781405119948,['EDCI 516']
GARCIA,EDUCATING EMERGENT BILINGUALS,9780807751138,['EDUC 881']
GARCIA-LORCA,LIBRO DE POEMAS,9789700772790,"['SPAN 480', 'SPAN 540']"
GARCIA-LORCA,MARIANA PINEDA/LA ZAPATERA PRODIGIOSA,9789700763170,"['SPAN 480', 'SPAN 540']"
GARG,WIRELESS COMMUNICATIONS+NETWORKING,9780123735805,['TCOM 606']
GARMAN,PERSONAL FINANCE,9781133595830,['HDFS 250']
GARREAU,RADICAL EVOLUTION,9780767915038,['GOVT 490']
GARRET,"FOIL,SABER+EPEE FENCING",9780271010199,['PHED 103']
GARRETT,ELEMENTS OF USER EXPERIENCE,9780321683687,"['ENGH 375', 'ENGH 507']"
GARRICK,SPORTS INJURIES,9780721621272,['NURS 749']
GARRISON,TIME+MONEY,9780415771221,['ECON 816']
GARSON,HIERARCHICAL LINEAR MODELING,9781412998857,['EDRS 830']
GARY,EDUCATION EUROPEENE,9782070362035,['FREN 420']
GASKILL,WITCHFINDERS,9780674025424,['HIST 643']
GASMAN,ENVISIONING BLACK COLLEGES,9780801886041,['CTCH 621']
GASS,PERSUASION:SOC.INFLUENCE...-TEXT,9780205912964,['COMM 430']
GASS,SECOND LANGUAGE ACQUISITION,9780415894951,['LING 582']
GATES,"NORTON ANTH.OF AFRICAN-AMER.,LIT.V1+2",9780393911558,['HNRS 130']
GATES,"NORTON ANTH.OF AFRICAN-AMER.LIT.,V.2",9780393923704,['ENGH 351']
GAWANDE,CHECKLIST MANIFESTO,9780312430009,['GBUS 540']
GELVIN,ISRAEL-PALESTINE CONFLICT,9781107613546,['GOVT 444']
GELVIN,MODERN MIDDLE EAST:HISTORY,9780190218867,['HIST 282']
GENOVESE,FATAL SELF-DECEPTION,9781107605022,['HIST 615']
GENOVESE,"ROLL,JORDAN,ROLL",9780394716527,['HIST 610']
GEOFFREY,HISTORY OF THE KINGS OF BRITAIN,9780140441703,"['ENGH 421', 'ENGH 625']"
GEORGE,IBM SPSS STATISTICS 21 STEP BY STEP,9780205985517,['GCH 804']
GERRING,SOCIAL SCIENCE METHODOLOGY,9780521132770,['GOVT 500']
GERSTLER,SCATTERED AT SEA,9780143126898,['ENGH 397']
GETZ,ABINA+THE IMPORTANT MEN,9780190238742,['HIST 125']
GHAHRAMANI,FUNDAMENTALS OF PROBABILITY,9781498755016,['STAT 346']
GHIANI,INTRO.TO LOGISTICS SYSTEMS MANAGEMENT,9781119943389,['OR 649']
GHILLEBAERT,FACE-A-FACE-W/SUPERSITE ACCESS CARD,9781605762562,['FREN 309']
GIANCOLI,PHYSICS:PRIN.W/APPL.,9780321625922,['PHYS 245']
GIANCOLI,PHYSICS:PRIN.W/APPL.(LOOSELEAF),9780321869111,['PHYS 245']
GIANCOLI,PHYSICS:PRIN.W/APPL.-ACCESS,9780321921734,['PHYS 245']
GIANCOLI,PHYSICS:PRIN.W/APPL.V.2,9780321733627,['PHYS 245']
GIANCOLI,PHYSICS:PRIN.W/APPL.V.2 SSG.W/SEL.SOLN,9780321768087,['PHYS 245']
GIANCOLI,PHYSICS:PRIN.W/APPL.V.2-W/ACCESS,9780321928887,['PHYS 245']
GIANCOLI,PHYSICS:PRIN.W/APPL.-W/MASTPHYS.ACCESS,9780321625915,['PHYS 245']
GIANNOTTI,SPELLING COUNTS,9780472033478,['AE 023']
GIBALDI,MLA HDBK.F/WRITERS OF RESEARCH PAPERS,9781603290241,"['ENGH 401', 'SPAN 390']"
GIBSON,NEUROMANCER,9780441569595,['ENGH 202']
GIBSON,ULTIMATE LIVE SOUND OPERATORS HANDBOOK,9781617805592,['THR 315']
GIDO,SUCCESSFUL PROJECT MANAGEMENT,9781285068374,['ME 499']
GIKANDI,SLAVERY+CULTURE OF TASTE,9780691160979,['ENGH 419']
GILBERT,CLEAR SPEECH STUDENT BOOK,9781107682955,['AE 065']
GILBERT,DEVELOPMENTAL BIOLOGY (LOOSE)-W/ACCESS,9781605351926,['BIOL 322']
GILBERT,EXPRESS TO TOEFL IBT TEST-W/CD+ACCESS,9780132861625,"['AE 052', 'AE 062']"
GILBERT,MODELS-BASED SCIENCE TEACHING,9781936137237,"['EDCI 473', 'EDCI 573']"
GILL,ATMOSPHERE-OCEAN DYNAMICS,9780122835223,['CLIM 754']
GILL,SCHOOL OF THE AMERICAS,9780822333920,['HIST 387']
GILLESPIE,ECON 104:STRICTURED MACROECONOMICS LL,9781634879682,['ECON 104']
GILLESPIE,GLOBAL MARKETING,9780765642950,['MKTG 407']
GILLESPIE,MEDICAL MICROBIOLOGY+INFECTION AT...,9780470655719,['BIOD 605']
GILLETTE,THEATRICAL DESIGN+PRODUCTION,9780073382227,['THR 230']
GILMAN,YELLOW WALLPAPER,9780312132927,['ENGH 305']
GILMAN,YELLOW WALLPAPER+OTHER STORIES,9780486298573,['ENGH 201']
GILOVICH,SOCIAL PSYCHOLOGY (CL)-W/ACCESS,9780393938968,['PSYC 231']
GINSBERG,HOWL+OTHER POEMS,9780872860179,['ENGH 201']
GINZBURG,CHEESE+THE WORMS W/NEW PREFACE,9781421409887,"['HIST 535', 'HIST 615', 'HIST 635', 'HIST 643']"
GIOIA,HISTORY OF JAZZ,9780195399707,['MUSI 438']
GIRARD,CRIMINALISTICS:FORENSIC SCI..-W/ACCESS,9781284037036,"['FRSC 201', 'FRSC 302']"
GIROLAMI,SYNTHESIS+TECH.IN INORG.CHEM.,9780935702484,['CHEM 445']
GISONDI,FIELD GUIDE TO COVERING SPORTS,9781604265590,['COMM 371']
GISSING,ODD WOMEN (9538301),9780199538300,['HIST 322']
GLADDING,COUNSELING,9780132657976,['EDCD 602']
GLADSTONE,INFLUENCING MACHINE,9780393342468,['NCLC 203']
GLADWELL,TIPPING POINT,9780316346627,['COMM 430']
GLANZ,HEALTH BEHAVIOR+HEALTH EDUCATION,9780787996147,['GCH 610']
GLANZ,TEACHING 101:CLASSROOM STRATEGIES...,9781412967150,['EDCI 684']
GLASER,MUSEUMS:PLACE TO WORK,9780415127240,"['ARTH 394', 'ARTH 594']"
GLEICK,CHAOS:MAKING OF A NEW SCIENCE,9780143113454,['EDUC 800']
GLEIM,CPA REVIEW AUDITING 2016 ED-W/ACCESS,9781618540027,"['ACCT 461', 'ACCT 561']"
GLESNE,BECOMING QUALITATIVE RESEARCHERS,9780133859393,['EDRS 812']
GLICKMAN,SUPERVISION+INSTRUCTIONAL LEADERSHIP,9780132852135,['EDLE 618']
GLUCK,POEMS 1962-2012,9780374534097,['ENGH 310']
GLYMPH,OUT OF THE HOUSE OF BONDAGE,9780521703987,['HIST 610']
GODDARD,INDIVISIBLE TERRITORY&POLITICS OF LGTMCY,9780521439855,"['GOVT 540', 'GOVT 741']"
GODWIN,CALEB WILLIAMS,9780141441238,['ENGH 400']
GOERING,MIMS' MEDICAL MICROBIOLOGY,9780723436010,['BIOL 404']
GOLDEN,MAKING HANDMADE BOOKS,9781600595875,"['ENGH 497', 'ENGH 608']"
GOLDEN,SEIZE THE NIGHT,9781476783093,['ENGH 202']
